"ReportingCountry","country_name","Year","Pathogen","Class","PCU_ANIMALS","NS","Tested","PR_h","pathogen_name","class_name"
"MS23","Member State 23",2018,"ESCCOL","AMP",6.89413713507661,2676,5456,0.490469208211144,"E. coli","aminopenicillins"
"MS23","Member State 23",2018,"SLMSPP","AMP",9.62315609611939,185,1538,0.120286085825748,"Salmonella spp.","aminopenicillins"
"MS23","Member State 23",2018,"ESCCOL","CEPH",0.204108155262207,645,5672,0.113716502115656,"E. coli","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2018,"SLMSPP","CEPH",0.204885469171207,10,1538,0.00650195058517555,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2018,"CAMJEJ","MAC",4.08877185409156,2,356,0.00561797752808989,"C. jejuni","macrolides"
"MS23","Member State 23",2018,"CAMCOL","MAC",3.60465416707906,2,57,0.0350877192982456,"C. coli","macrolides"
"MS23","Member State 23",2018,"SLMSPP","MAC",4.12158812821662,8,1538,0.00520156046814044,"Salmonella spp.","macrolides"
"MS23","Member State 23",2018,"ESCCOL","QALL",0.530437715845358,1342,5679,0.236309209367846,"E. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2018,"CAMJEJ","QALL",0.687405451285033,288,356,0.808988764044944,"C. jejuni","fluoroquinolones and other quinolones"
"MS23","Member State 23",2018,"CAMCOL","QALL",0.476633994638311,51,57,0.894736842105263,"C. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2018,"SLMSPP","QALL",0.639782865706842,279,1538,0.181404421326398,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS23","Member State 23",2019,"CAMJEJ","TET",19.7298565296213,179,410,0.436585365853659,"C. jejuni","tetracyclines"
"MS23","Member State 23",2019,"CAMCOL","TET",16.0413029929685,33,51,0.647058823529412,"C. coli","tetracyclines"
"MS23","Member State 23",2019,"SLMSPP","TET",15.1217553080374,245,1884,0.130042462845011,"Salmonella spp.","tetracyclines"
"MS23","Member State 23",2019,"ESCCOL","AMP",4.14675149379005,2849,6042,0.47153260509765,"E. coli","aminopenicillins"
"MS23","Member State 23",2019,"SLMSPP","AMP",7.91363907142004,230,1884,0.12208067940552,"Salmonella spp.","aminopenicillins"
"MS23","Member State 23",2019,"ESCCOL","CEPH",0.303510486388019,620,6106,0.101539469374386,"E. coli","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2019,"SLMSPP","CEPH",0.24501162371474,13,1884,0.00690021231422505,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2019,"CAMJEJ","MAC",2.64081766869693,1,410,0.0024390243902439,"C. jejuni","macrolides"
"MS23","Member State 23",2019,"CAMCOL","MAC",3.25794795468166,3,51,0.0588235294117647,"C. coli","macrolides"
"MS23","Member State 23",2019,"SLMSPP","MAC",4.50986610276526,7,1884,0.00371549893842887,"Salmonella spp.","macrolides"
"MS23","Member State 23",2019,"ESCCOL","QALL",0.958343135551074,1200,6111,0.196367206676485,"E. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2019,"CAMJEJ","QALL",0.579140534955559,304,410,0.741463414634146,"C. jejuni","fluoroquinolones and other quinolones"
"MS23","Member State 23",2019,"CAMCOL","QALL",0.345644263668028,47,51,0.92156862745098,"C. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2019,"SLMSPP","QALL",0.464294545845824,684,1884,0.363057324840764,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS23","Member State 23",2020,"CAMJEJ","TET",30.8509603112378,174,397,0.438287153652393,"C. jejuni","tetracyclines"
"MS23","Member State 23",2020,"CAMCOL","TET",15.5832101832216,19,40,0.475,"C. coli","tetracyclines"
"MS23","Member State 23",2020,"SLMSPP","TET",18.734672462457,139,894,0.155480984340045,"Salmonella spp.","tetracyclines"
"MS23","Member State 23",2020,"ESCCOL","AMP",6.46597231124413,2181,4798,0.454564401834098,"E. coli","aminopenicillins"
"MS23","Member State 23",2020,"SLMSPP","AMP",8.08039051075419,134,894,0.149888143176734,"Salmonella spp.","aminopenicillins"
"MS23","Member State 23",2020,"ESCCOL","CEPH",0.205985974991717,537,5376,0.0998883928571429,"E. coli","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2020,"SLMSPP","CEPH",0.272738763387084,2,894,0.00223713646532438,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2020,"CAMJEJ","MAC",3.59028457940665,0,397,0,"C. jejuni","macrolides"
"MS23","Member State 23",2020,"CAMCOL","MAC",3.93453965404084,0,40,0,"C. coli","macrolides"
"MS23","Member State 23",2020,"SLMSPP","MAC",3.88921923254217,1,894,0.00111856823266219,"Salmonella spp.","macrolides"
"MS23","Member State 23",2020,"ESCCOL","QALL",0.442004049426834,981,5373,0.182579564489112,"E. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2020,"CAMJEJ","QALL",0.724126676302954,302,397,0.760705289672544,"C. jejuni","fluoroquinolones and other quinolones"
"MS23","Member State 23",2020,"CAMCOL","QALL",0.428698725283091,20,40,0.5,"C. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2020,"SLMSPP","QALL",0.535162949480098,196,894,0.21923937360179,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS23","Member State 23",2021,"CAMJEJ","TET",22.1880801970497,236,419,0.563245823389022,"C. jejuni","tetracyclines"
"MS23","Member State 23",2021,"CAMCOL","TET",18.3330483603537,25,49,0.510204081632653,"C. coli","tetracyclines"
"MS23","Member State 23",2021,"SLMSPP","TET",22.1133576551786,138,1052,0.131178707224335,"Salmonella spp.","tetracyclines"
"MS23","Member State 23",2021,"ESCCOL","AMP",5.35161535714609,2159,4805,0.449323621227888,"E. coli","aminopenicillins"
"MS23","Member State 23",2021,"SLMSPP","AMP",8.45798406579013,117,1052,0.111216730038023,"Salmonella spp.","aminopenicillins"
"MS23","Member State 23",2021,"ESCCOL","CEPH",0.191835298404146,498,5537,0.0899404009391367,"E. coli","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2021,"SLMSPP","CEPH",0.214849687022257,6,1052,0.00570342205323194,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS23","Member State 23",2021,"CAMJEJ","MAC",2.17029527292012,0,419,0,"C. jejuni","macrolides"
"MS23","Member State 23",2021,"CAMCOL","MAC",2.46577342197139,0,49,0,"C. coli","macrolides"
"MS23","Member State 23",2021,"SLMSPP","MAC",3.59421379012083,0,1052,0,"Salmonella spp.","macrolides"
"MS23","Member State 23",2021,"ESCCOL","QALL",0.358848165977045,914,5539,0.165011734970211,"E. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2021,"CAMJEJ","QALL",0.520907640918674,351,419,0.837708830548926,"C. jejuni","fluoroquinolones and other quinolones"
"MS23","Member State 23",2021,"CAMCOL","QALL",0.483786182745734,39,49,0.795918367346939,"C. coli","fluoroquinolones and other quinolones"
"MS23","Member State 23",2021,"SLMSPP","QALL",0.68653941777956,193,1052,0.183460076045627,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2014,"SLMSPP","TET",53.4705028274818,269,871,0.308840413318025,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2014,"ESCCOL","AMP",37.2625698102711,1689,2876,0.587273991655077,"E. coli","aminopenicillins"
"MS14","Member State 14",2014,"SLMSPP","AMP",32.4933326439217,361,871,0.414466130884041,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2014,"ESCCOL","CEPH",0.485538404227512,327,2802,0.116702355460385,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2014,"SLMSPP","CEPH",0.741561421344511,9,871,0.0103329506314581,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2014,"ESCCOL","QALL",2.00972608725992,681,2599,0.262023855328973,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2014,"SLMSPP","QALL",2.55235558082681,138,871,0.158438576349024,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2015,"SLMSPP","TET",31.0085976150778,410,1000,0.41,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2015,"ESCCOL","AMP",43.0642968671367,1544,2674,0.577412116679132,"E. coli","aminopenicillins"
"MS14","Member State 14",2015,"SLMSPP","AMP",31.6814784189325,459,1000,0.459,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2015,"ESCCOL","CEPH",0.427465550624117,264,2593,0.101812572310066,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2015,"SLMSPP","CEPH",0.552364299664114,23,1000,0.023,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2015,"SLMSPP","MAC",11.4511721456291,1,1000,0.001,"Salmonella spp.","macrolides"
"MS14","Member State 14",2015,"ESCCOL","QALL",2.47766331318884,689,2565,0.268615984405458,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2015,"SLMSPP","QALL",2.31901008992959,176,1000,0.176,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2016,"SLMSPP","TET",28.2370607159315,372,982,0.378818737270876,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2016,"ESCCOL","AMP",63.9665899146338,2198,3736,0.588329764453961,"E. coli","aminopenicillins"
"MS14","Member State 14",2016,"SLMSPP","AMP",42.2540806572198,403,982,0.410386965376782,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2016,"ESCCOL","CEPH",0.335024113830854,443,3737,0.118544286861119,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2016,"SLMSPP","CEPH",0.326770880501749,15,982,0.0152749490835031,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2016,"SLMSPP","MAC",4.7296784365518,1,982,0.0010183299389002,"Salmonella spp.","macrolides"
"MS14","Member State 14",2016,"ESCCOL","QALL",1.32721540614978,985,3854,0.255578619615983,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2016,"SLMSPP","QALL",1.24109114966451,180,982,0.183299389002037,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2017,"SLMSPP","TET",40.0322080683662,479,980,0.488775510204082,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2017,"ESCCOL","AMP",38.4076002487247,2744,4669,0.587706146926537,"E. coli","aminopenicillins"
"MS14","Member State 14",2017,"SLMSPP","AMP",45.8412590950444,506,980,0.516326530612245,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2017,"ESCCOL","CEPH",0.0996631763637328,484,4672,0.103595890410959,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2017,"SLMSPP","CEPH",0.113765204623254,67,980,0.0683673469387755,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2017,"SLMSPP","MAC",8.11964433655205,39,980,0.0397959183673469,"Salmonella spp.","macrolides"
"MS14","Member State 14",2017,"ESCCOL","QALL",0.328534927977088,1097,4382,0.250342309447741,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2017,"SLMSPP","QALL",0.315740871537033,158,980,0.161224489795918,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2018,"SLMSPP","TET",21.3247466562058,474,904,0.524336283185841,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2018,"ESCCOL","AMP",37.345046453325,2487,4445,0.559505061867267,"E. coli","aminopenicillins"
"MS14","Member State 14",2018,"SLMSPP","AMP",31.5222538905844,544,904,0.601769911504425,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2018,"ESCCOL","CEPH",0.0739604147442778,455,4644,0.0979758828596038,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2018,"SLMSPP","CEPH",0.118136603249022,16,904,0.0176991150442478,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2018,"SLMSPP","MAC",7.03715559344381,55,880,0.0625,"Salmonella spp.","macrolides"
"MS14","Member State 14",2018,"ESCCOL","QALL",0.516473984340298,971,4211,0.230586559012111,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2018,"SLMSPP","QALL",0.430095915168725,230,904,0.254424778761062,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2019,"SLMSPP","TET",21.6239640684502,412,986,0.417849898580122,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2019,"ESCCOL","AMP",27.527039709379,2026,3601,0.562621494029436,"E. coli","aminopenicillins"
"MS14","Member State 14",2019,"SLMSPP","AMP",38.4813373344564,450,986,0.456389452332657,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2019,"ESCCOL","CEPH",0.0796559408815717,450,3937,0.114300228600457,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2019,"SLMSPP","CEPH",0.0704940866225352,17,986,0.0172413793103448,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2019,"SLMSPP","MAC",6.67184610211998,22,982,0.0224032586558045,"Salmonella spp.","macrolides"
"MS14","Member State 14",2019,"ESCCOL","QALL",0.575411025283867,885,3925,0.225477707006369,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2019,"SLMSPP","QALL",0.587394748222169,256,986,0.259634888438134,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2020,"SLMSPP","TET",22.9120527036665,272,706,0.385269121813031,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2020,"ESCCOL","AMP",32.5257377931913,2219,4009,0.553504614617112,"E. coli","aminopenicillins"
"MS14","Member State 14",2020,"SLMSPP","AMP",39.5878250137888,298,706,0.422096317280453,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2020,"ESCCOL","CEPH",0.0927645927845949,464,4320,0.107407407407407,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2020,"SLMSPP","CEPH",0.0979276554578787,3,706,0.00424929178470255,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2020,"ESCCOL","QALL",0.445632483524323,926,4320,0.214351851851852,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2020,"SLMSPP","QALL",0.70650764457934,127,706,0.179886685552408,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS14","Member State 14",2021,"SLMSPP","TET",17.1463465330913,249,747,0.333333333333333,"Salmonella spp.","tetracyclines"
"MS14","Member State 14",2021,"ESCCOL","AMP",37.9961452954673,2412,4389,0.549555707450444,"E. coli","aminopenicillins"
"MS14","Member State 14",2021,"SLMSPP","AMP",24.861034976187,343,747,0.459170013386881,"Salmonella spp.","aminopenicillins"
"MS14","Member State 14",2021,"ESCCOL","CEPH",0.0847350487390087,425,4721,0.0900233001482737,"E. coli","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2021,"SLMSPP","CEPH",0.0529311383757283,3,747,0.00401606425702811,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS14","Member State 14",2021,"ESCCOL","QALL",0.517587218900987,1045,4721,0.221351408599873,"E. coli","fluoroquinolones and other quinolones"
"MS14","Member State 14",2021,"SLMSPP","QALL",0.311313501986515,78,747,0.104417670682731,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS22","Member State 22",2014,"ESCCOL","AMP",8.32191608452856,113,159,0.710691823899371,"E. coli","aminopenicillins"
"MS22","Member State 22",2014,"ESCCOL","CEPH",0.0818366671788101,72,218,0.330275229357798,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2014,"ESCCOL","QALL",1.27248796181825,83,215,0.386046511627907,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2015,"ESCCOL","AMP",14.1097622588583,93,143,0.65034965034965,"E. coli","aminopenicillins"
"MS22","Member State 22",2015,"ESCCOL","CEPH",0.149537602115087,83,205,0.404878048780488,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2015,"ESCCOL","QALL",7.63253185069243,79,204,0.387254901960784,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2016,"ESCCOL","AMP",47.175190014725,144,186,0.774193548387097,"E. coli","aminopenicillins"
"MS22","Member State 22",2016,"ESCCOL","CEPH",0.143105497963586,90,238,0.378151260504202,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2016,"ESCCOL","QALL",4.90179116346284,111,237,0.468354430379747,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2017,"CAMJEJ","TET",45.679862856968,5,25,0.2,"C. jejuni","tetracyclines"
"MS22","Member State 22",2017,"CAMCOL","TET",58.9420821477263,0,2,0,"C. coli","tetracyclines"
"MS22","Member State 22",2017,"ESCCOL","AMP",15.6761040703525,152,203,0.748768472906404,"E. coli","aminopenicillins"
"MS22","Member State 22",2017,"ESCCOL","CEPH",0.0695796488901347,97,247,0.392712550607287,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2017,"CAMJEJ","MAC",18.3658671993337,0,26,0,"C. jejuni","macrolides"
"MS22","Member State 22",2017,"CAMCOL","MAC",16.8259783123246,0,2,0,"C. coli","macrolides"
"MS22","Member State 22",2017,"ESCCOL","QALL",5.89687613469424,98,247,0.396761133603239,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2017,"CAMJEJ","QALL",5.96591423569223,11,26,0.423076923076923,"C. jejuni","fluoroquinolones and other quinolones"
"MS22","Member State 22",2017,"CAMCOL","QALL",7.42277894803187,0,2,0,"C. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2018,"CAMJEJ","TET",47.2330866824149,2,8,0.25,"C. jejuni","tetracyclines"
"MS22","Member State 22",2018,"CAMCOL","TET",43.8271715545465,1,2,0.5,"C. coli","tetracyclines"
"MS22","Member State 22",2018,"ESCCOL","AMP",18.1192920374836,181,287,0.630662020905923,"E. coli","aminopenicillins"
"MS22","Member State 22",2018,"ESCCOL","CEPH",0.0737887341407832,131,292,0.448630136986301,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2018,"CAMJEJ","MAC",11.5120036138593,0,8,0,"C. jejuni","macrolides"
"MS22","Member State 22",2018,"CAMCOL","MAC",19.5782994364474,0,2,0,"C. coli","macrolides"
"MS22","Member State 22",2018,"ESCCOL","QALL",7.16269004894096,141,292,0.482876712328767,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2018,"CAMJEJ","QALL",4.79030019204716,0,8,0,"C. jejuni","fluoroquinolones and other quinolones"
"MS22","Member State 22",2018,"CAMCOL","QALL",5.05713810009933,1,2,0.5,"C. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2019,"CAMJEJ","TET",27.1061721832728,7,25,0.28,"C. jejuni","tetracyclines"
"MS22","Member State 22",2019,"CAMCOL","TET",43.3885856744695,2,4,0.5,"C. coli","tetracyclines"
"MS22","Member State 22",2019,"ESCCOL","AMP",17.7747259943506,205,352,0.582386363636364,"E. coli","aminopenicillins"
"MS22","Member State 22",2019,"ESCCOL","CEPH",0.0736919742454298,137,352,0.389204545454545,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2019,"CAMJEJ","MAC",13.2535857104401,2,25,0.08,"C. jejuni","macrolides"
"MS22","Member State 22",2019,"CAMCOL","MAC",14.312794165162,0,4,0,"C. coli","macrolides"
"MS22","Member State 22",2019,"ESCCOL","QALL",4.41735141516799,137,352,0.389204545454545,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2019,"CAMJEJ","QALL",3.50500969651335,10,25,0.4,"C. jejuni","fluoroquinolones and other quinolones"
"MS22","Member State 22",2019,"CAMCOL","QALL",4.61290071361006,3,4,0.75,"C. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2020,"ESCCOL","AMP",16.4308433011178,187,261,0.716475095785441,"E. coli","aminopenicillins"
"MS22","Member State 22",2020,"ESCCOL","CEPH",0.0847578646931788,104,261,0.398467432950192,"E. coli","third- and fourth-generation cephalosporins "
"MS22","Member State 22",2020,"ESCCOL","QALL",3.86490149839062,128,261,0.490421455938697,"E. coli","fluoroquinolones and other quinolones"
"MS22","Member State 22",2021,"CAMJEJ","TET",51.0524117892575,8,20,0.4,"C. jejuni","tetracyclines"
"MS22","Member State 22",2021,"ESCCOL","AMP",22.768343465459,187,263,0.711026615969582,"E. coli","aminopenicillins"
